time,PEPE,MOG,FARTCOIN,SPX,GIGA,POPCAT,BONK,WIF,TOSHI,BRETT,FLOKI,FWOG,HARRYP
2025-01-22 12:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 13:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 14:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 15:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 16:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 17:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 18:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 19:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 20:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 21:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 22:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-22 23:00:00,2.0689150977453613e-06,0.0005614213182240628,0.0003466726974367116,0.0002898719095558378,3.9569097716412266e-05,0.0001377867184044351,8.812984590689716e-06,0.0003002951433277766,0.00029329862215342117,2.5425773179242057e-05,1.7047148138876845e-05,0.00010230973322861174,0.00017387642624846288
2025-01-23 00:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 01:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 02:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 03:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 04:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 05:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 06:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 07:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 08:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 09:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 10:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 11:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 12:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 13:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 14:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 15:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 16:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 17:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 18:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 19:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 20:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 21:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 22:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-23 23:00:00,1.7632107595232979e-06,0.0005034936340335077,0.00028513090334438825,0.00025928804453935104,3.907240464459039e-05,0.0001355937003250039,7.423440772808504e-06,0.0002600078491576787,0.0003522718462304005,2.3108908706987837e-05,1.6227485032802898e-05,8.677196270037183e-05,0.00017521099121596196
2025-01-24 00:00:00,1.5603716425917872e-06,0.0004388443942530148,0.0002485726415850918,0.00023770086204724953,3.9371881313634355e-05,0.00013183102445530562,6.001705141104946e-06,0.00022766882384512305,0.00045777472058480985,2.1431951274766392e-05,1.5653308980347226e-05,7.021929301442361e-05,0.00017932311974801695
2025-01-24 01:00:00,1.5603716425917872e-06,0.0004388443942530148,0.0002485726415850918,0.00023770086204724953,3.9371881313634355e-05,0.00013183102445530562,6.001705141104946e-06,0.00022766882384512305,0.00045777472058480985,2.1431951274766392e-05,1.5653308980347226e-05,7.021929301442361e-05,0.00017932311974801695
2025-01-24 02:00:00,1.5603716425917872e-06,0.0004388443942530148,0.0002485726415850918,0.00023770086204724953,3.9371881313634355e-05,0.00013183102445530562,6.001705141104946e-06,0.00022766882384512305,0.00045777472058480985,2.1431951274766392e-05,1.5653308980347226e-05,7.021929301442361e-05,0.00017932311974801695
2025-01-24 03:00:00,1.5603716425917872e-06,0.0004388443942530148,0.0002485726415850918,0.00023770086204724953,3.9371881313634355e-05,0.00013183102445530562,6.001705141104946e-06,0.00022766882384512305,0.00045777472058480985,2.1431951274766392e-05,1.5653308980347226e-05,7.021929301442361e-05,0.00017932311974801695
